Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.9-104.97.97.49-1459-443-6,192.168.10.9,1459,104.97.97.49,443,6,06/07/2017 02:45:38 PM,61967815,762,933,4503.0,1997274.0,391.0,0.0,5.90944881889765,31.571472676285044,4380.0,0.0,2140.7009646302226,867.1137583523633,32303.494967508537,27.352908925383282,36580.764462809915,1422792.4250003581,5.8530972E7,0.0,6.1967815E7,81429.45466491459,2122698.7929783245,5.8530972E7,3.0,6.1745843E7,66250.90450643777,1920111.074566508,5.8590602E7,1.0,30,15,0,0,16272,18672,12.296705959375847,15.056202966007435,0.0,4380.0,1180.989380530975,1241.9830626334112,1542521.927868268,0,2,0,45,1694,0,0,0,1.2244094488188977,1180.9893805309734,5.909448818897638,2140.700964630225,2046,13,670214,665555,307,2630436,0,2,0,1178,8192,1549,30,20,3214105.0,0.0,3214105.0,3214105.0,5.8530972E7,0.0,5.8530972E7,5.8530972E7,BENIGN
192.168.10.12-167.114.204.238-123-123-17,192.168.10.12,123,167.114.204.238,123,17,06/07/2017 02:45:25 PM,16439,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,5839.7712756250385,121.66190157552164,16439.0,0.0,16439.0,16439.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,60.83095078776082,60.83095078776082,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.9-172.217.12.174-1494-80-6,192.168.10.9,1494,172.217.12.174,80,6,06/07/2017 02:45:39 PM,115367785,22,18,1743.0,3730.0,433.0,0.0,79.22727272727275,170.69519808521457,746.0,0.0,207.22222222222226,343.8228948260077,47.43958636286551,0.34671723999901705,2958148.3333333335,4490307.398188765,1.0004082E7,52.0,1.15331252E8,5491964.380952381,4906447.199708914,1.004053E7,10782.0,1.15327679E8,6783981.117647059,4603436.280194406,1.0040624E7,26431.0,4,5,0,0,464,504,0.19069448199945938,0.15602275799955767,0.0,746.0,136.82500000000005,267.16478037307775,71377.01987179488,0,2,0,9,39,0,0,0,0.8181818181818182,136.825,79.22727272727273,207.22222222222223,0,0,0,0,0,0,0,43,0,93,8192,368,15,20,502493.81818181823,1545627.1483888878,5162735.0,36274.0,9982165.454545455,61047.845990442045,1.0004082E7,9798563.0,BENIGN
192.168.10.9-23.15.4.18-1466-443-6,192.168.10.9,1466,23.15.4.18,443,6,06/07/2017 02:45:39 PM,115993000,23,22,1360.0,9306.0,714.0,0.0,59.13043478260869,162.50407109524872,1948.0,0.0,423.0000000000001,659.4476043304297,91.9538247997724,0.38795444552688524,2636204.545454546,4365161.5360389715,1.0006505E7,4.0,1.15977829E8,5271719.5,4960565.012245055,1.0021509E7,168.0,1.15977993E8,5522761.57142857,4959398.199378879,1.0021706E7,49.0,4,5,0,0,484,584,0.19828782771374134,0.1896666178131439,0.0,1948.0,237.02222222222224,504.57085676339796,254591.74949494947,0,2,0,9,44,0,0,0,0.9565217391304348,237.0222222222222,59.130434782608695,423.0,0,0,0,0,0,0,0,30,0,206,8192,1025,15,20,65915.41666666666,127753.46696271074,430495.0,14953.0,9598903.666666668,1326727.121747233,1.0006505E7,5389925.0,BENIGN
192.168.10.9-104.97.75.134-1483-443-6,192.168.10.9,1483,104.97.75.134,443,6,06/07/2017 02:45:39 PM,62677096,21,25,912.0,26883.0,231.0,0.0,43.42857142857142,73.90505492087223,2920.0,0.0,1075.32,911.2665508327773,443.4634304052632,0.7339204100968558,1392824.3555555556,8788739.428710813,5.8995567E7,1.0,6.2677096E7,3133854.8000000003,1.315812467851984E7,5.8995567E7,48.0,6.2457239E7,2602384.958333333,1.202584564494203E7,5.9019194E7,1.0,7,11,0,0,456,512,0.33505062200073854,0.3988697880961173,0.0,2920.0,604.2391304347825,845.7949366597244,715369.0748792271,0,2,0,18,45,0,0,0,1.1904761904761905,604.2391304347826,43.42857142857143,1075.32,0,0,0,11935,7,88348,0,19,0,584,8192,1013,7,20,3461726.0,0.0,3461726.0,3461726.0,5.8995567E7,0.0,5.8995567E7,5.8995567E7,BENIGN
192.168.10.9-23.60.139.27-1484-80-6,192.168.10.9,1484,23.60.139.27,80,6,06/07/2017 02:45:39 PM,116075980,19,18,1301.0,5889.0,430.0,0.0,68.47368421052632,160.83579218191338,1963.0,0.0,327.16666666666674,627.5959031471277,61.94218648853966,0.318756731582193,3224332.7777777775,4622384.355698809,1.0006462E7,79.0,1.16038953E8,6446608.5,4736716.190905669,1.0043484E7,312.0,1.1603889E8,6825817.05882353,4600082.358774928,1.0043279E7,205.0,3,3,0,0,392,504,0.16368588919085586,0.15507084239133712,0.0,1963.0,194.32432432432432,464.88069282188803,216114.0585585586,0,2,0,6,36,0,0,0,0.9473684210526315,194.32432432432432,68.47368421052632,327.1666666666667,0,0,0,0,0,0,0,35,0,159,8192,1013,14,20,547637.1818181818,1693872.5266750043,5654855.0,36714.0,1.0001358545454545E7,4481.5588663686185,1.0006462E7,9993463.0,BENIGN
192.168.10.9-172.217.3.100-1526-443-6,192.168.10.9,1526,172.217.3.100,443,6,06/07/2017 02:45:40 PM,63171624,72,121,2271.0,124519.0,347.0,0.0,31.54166666666666,64.07872304032651,1430.0,0.0,1029.0826446280994,602.7979842199328,2007.0720360141445,3.0551692006524953,329018.875,4244328.4581991825,5.8796737E7,1.0,6.3171624E7,889741.1830985916,6984708.026012193,5.8875634E7,16.0,6.293611E7,524467.5833333333,5371139.442647305,5.8833555E7,1.0,21,34,0,0,1452,2432,1.1397522406579257,1.9154169599945696,0.0,1430.0,656.9430051813474,680.1254111262659,462570.5748596722,0,2,0,55,192,0,0,0,1.6805555555555556,656.9430051813472,31.541666666666668,1029.0826446280992,403,4,4581,23854,18,777759,0,11,0,645,8192,377,21,20,4139226.0,0.0,4139226.0,4139226.0,5.8796737E7,0.0,5.8796737E7,5.8796737E7,BENIGN
192.168.10.9-172.217.12.162-1524-443-6,192.168.10.9,1524,172.217.12.162,443,6,06/07/2017 02:45:40 PM,63179307,26,34,1807.0,7196.0,342.0,0.0,69.49999999999999,91.24790408551858,1430.0,0.0,211.6470588235294,367.2990592561888,142.49918885625004,0.9496780330306567,1070835.711864407,7637887.100542859,5.8691628E7,1.0,6.3179307E7,2527172.2800000003,1.1727968939117739E7,5.8768106E7,18.0,6.2943596E7,1907381.696969697,1.0209848676194452E7,5.8728439E7,1.0,15,21,0,0,532,692,0.4115271476466179,0.5381508853840388,0.0,1430.0,150.05000000000004,289.8812395634589,84031.13305084746,0,2,0,36,59,0,0,0,1.3076923076923077,150.05,69.5,211.64705882352942,0,0,0,1018,4,69483,0,30,0,119,8192,385,15,20,4252069.0,0.0,4252069.0,4252069.0,5.8691628E7,0.0,5.8691628E7,5.8691628E7,BENIGN
192.168.10.9-72.21.91.29-1492-80-6,192.168.10.9,1492,72.21.91.29,80,6,06/07/2017 02:45:39 PM,114712671,19,19,1751.0,3980.0,435.0,0.0,92.1578947368421,181.89473853422135,796.0,0.0,209.47368421052636,360.1214869736559,49.9596073392799,0.33126244615121897,3100342.4594594594,4563526.629050684,1.0007917E7,3.0,1.1468918E8,6371621.111111111,4722322.664983917,1.0031449E7,25564.0,1.14685651E8,6371425.055555556,4752613.509905799,1.0031596E7,652.0,4,5,0,0,404,524,0.16563122307560948,0.16563122307560948,0.0,796.0,150.81578947368422,287.6120562130343,82720.69487908961,0,2,0,9,37,0,0,0,1.0,150.81578947368422,92.15789473684211,209.47368421052633,0,0,0,0,0,0,0,46,0,104,8192,294,15,20,466735.090909091,1193699.1551497767,3966158.0,23524.0,9959554.0,91071.20805940805,1.0007917E7,9758117.0,BENIGN
192.168.10.9-72.21.91.29-1491-80-6,192.168.10.9,1491,72.21.91.29,80,6,06/07/2017 02:45:39 PM,114724980,21,21,2186.0,5572.0,435.0,0.0,104.0952380952381,189.5499682832748,796.0,0.0,265.3333333333333,384.5045296655598,67.62258751319895,0.3660928945030106,2798170.2439024383,4428031.881169945,1.0007905E7,18.0,1.14701468E8,5735073.4,4877410.809225379,1.0031438E7,4028.0,1.14701375E8,5735068.75,4903308.447060304,1.0031574E7,722.0,5,7,0,0,456,564,0.1830464472515053,0.1830464472515053,0.0,796.0,184.71428571428578,310.32770135771824,96303.28222996516,0,2,0,12,41,0,0,0,1.0,184.71428571428572,104.0952380952381,265.3333333333333,0,0,0,0,0,0,0,52,0,132,8192,296,16,20,467579.1818181818,1194088.8639771177,3966173.0,23471.0,9959827.000000002,90413.55691156011,1.0007905E7,9761109.0,BENIGN
192.168.10.14-192.168.10.3-123-123-17,192.168.10.14,123,192.168.10.3,123,17,06/07/2017 02:30:42 PM,148,2,2,96.0,96.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,1297297.2972972973,27027.027027027027,49.33333333333333,79.38723658960132,141.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,16,16,13513.513513513513,13513.513513513513,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-67.215.197.149-123-123-17,192.168.10.16,123,67.215.197.149,123,17,06/07/2017 02:45:36 PM,24229,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,3962.1940649634735,82.54570968673903,24229.0,0.0,24229.0,24229.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,41.272854843369515,41.272854843369515,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.17-74.121.138.148-45277-443-6,192.168.10.17,45277,74.121.138.148,443,6,06/07/2017 02:45:48 PM,110552171,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21709207320768037,4806616.130434781,5107700.81980208,1.0024293E7,23723.0,1.10528187E8,1.0048017E7,4.404543108928765,1.0048023E7,1.0048006E7,1.10528448E8,1.0048040727272727E7,157.3963728357576,1.004828E7,1.0047728E7,0,0,0,0,384,384,0.10854603660384018,0.10854603660384018,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,320,67,0,32,23844.454545454544,100.8854435846549,24088.0,23723.0,1.0024172545454545E7,100.43442003243437,1.0024293E7,1.002393E7,BENIGN
192.168.10.9-172.217.7.14-1469-443-6,192.168.10.9,1469,172.217.7.14,443,6,06/07/2017 02:45:39 PM,73829045,419,662,10056.0,1053671.0,1349.0,0.0,24.000000000000004,119.37164033700137,4290.0,0.0,1591.6480362537768,865.6775410811439,14407.974530890926,14.641933943477124,68360.22685185184,1794823.4128725023,5.8102248E7,0.0,7.3829045E7,176624.509569378,2886318.762570704,5.8138442E7,1.0,7.3593383E7,111336.43419062028,2295557.041134565,5.8138658E7,1.0,47,95,0,0,8392,13252,5.675273193632669,8.966660749844456,0.0,4290.0,984.0212765957449,1023.742619251935,1048048.9504728125,0,2,0,142,1080,0,0,0,1.5799522673031026,984.0212765957447,24.0,1591.6480362537764,1155,4,5069,104642,60,3252442,0,9,0,974,8192,613,47,20,2675951.0,3208678.0389699433,4944829.0,407073.0,3.41206635E7,3.39150820470964E7,5.8102248E7,1.0139079E7,BENIGN
192.168.10.19-185.39.80.32-39118-443-6,192.168.10.19,39118,185.39.80.32,443,6,06/07/2017 02:45:51 PM,111428556,13,19,3582.0,3198.0,597.0,0.0,275.53846153846155,309.7680894326742,533.0,0.0,168.31578947368422,254.54317525750997,60.84616227100708,0.2871795269428063,3594469.5483870967,4784044.407926971,1.002831E7,2267.0,1.11258023E8,9271501.916666666,2896850.7128070355,1.0195261E7,78306.0,1.11428556E8,6190475.333333334,4964043.786730697,1.0195096E7,78674.0,6,6,0,0,416,608,0.11666668282051505,0.17051284412229123,0.0,597.0,211.875,278.61845225233,77628.24193548386,0,0,0,12,32,0,0,0,1.4615384615384615,211.875,275.53846153846155,168.31578947368422,0,0,0,0,0,0,0,111,0,99,0,57,6,0,175349.27272727274,23290.91629408731,245408.0,166573.0,9939357.454545455,106578.56491843352,1.002831E7,9774497.0,BENIGN
192.168.10.3-192.168.10.1-62192-53-17,192.168.10.3,62192,192.168.10.1,53,17,06/07/2017 02:37:20 PM,25742085,2,2,96.0,285.0,51.0,45.0,48.0,4.242640687119285,175.0,110.0,142.5,45.96194077712559,14.800665913425428,0.15538756864488637,8580695.0,1.4788632799663024E7,2.5657123E7,23372.0,2.5680495E7,2.5680495E7,0.0,2.5680495E7,2.5680495E7,2.5718713E7,2.5718713E7,0.0,2.5718713E7,2.5718713E7,0,0,0,0,16,16,0.07769378432244319,0.07769378432244319,45.0,175.0,95.25,60.71998572683187,3686.916666666666,0,0,0,0,0,0,0,0,1.0,95.25,48.0,142.5,0,0,0,0,0,0,0,24,0,71,0,0,1,8,23372.0,0.0,23372.0,23372.0,2.5657123E7,0.0,2.5657123E7,2.5657123E7,BENIGN
192.168.10.3-192.168.10.1-60612-53-17,192.168.10.3,60612,192.168.10.1,53,17,06/07/2017 02:37:40 PM,30410,1,1,50.0,66.0,50.0,50.0,50.0,0.0,66.0,66.0,66.0,0.0,3814.53469253535,65.76783952647156,30410.0,0.0,30410.0,30410.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,32.88391976323578,32.88391976323578,50.0,66.0,58.0,11.313708498984761,128.0,0,0,0,0,0,0,0,0,1.0,58.0,50.0,66.0,0,0,0,0,0,0,0,25,0,33,0,0,0,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.1-61833-53-17,192.168.10.3,61833,192.168.10.1,53,17,06/07/2017 02:29:10 PM,23487,1,1,49.0,81.0,49.0,49.0,49.0,0.0,81.0,81.0,81.0,0.0,5534.976795674203,85.1534891642185,23487.0,0.0,23487.0,23487.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,42.57674458210925,42.57674458210925,49.0,81.0,65.0,22.627416997969522,512.0,0,0,0,0,0,0,0,0,1.0,65.0,49.0,81.0,0,0,0,0,0,0,0,24,0,40,0,0,0,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-192.168.10.3-123-123-17,192.168.10.12,123,192.168.10.3,123,17,06/07/2017 02:45:45 PM,176,2,2,96.0,96.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,1090909.0909090908,22727.272727272728,58.66666666666667,61.07645481962204,124.0,3.0,49.0,49.0,0.0,49.0,49.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,16,16,11363.636363636364,11363.636363636364,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.19-54.228.202.103-60989-80-6,192.168.10.19,60989,54.228.202.103,80,6,06/07/2017 02:45:44 PM,119992789,17,13,2204.0,292.0,629.0,0.0,129.64705882352942,244.05402608246155,73.0,0.0,22.46153846153846,35.06806568331408,20.801249981780156,0.250015023819473,4137682.3793103453,4917628.688093832,1.0025899E7,51.0,1.19992789E8,7499549.312499999,4412552.737738322,1.0112044E7,103957.0,1.19889182E8,9990765.166666666,196385.96823363082,1.0129491E7,9550567.0,4,4,0,0,544,416,0.14167518016436803,0.10833984365510498,0.0,629.0,83.19999999999999,190.49742508894244,36289.268965517236,0,0,0,8,30,0,0,0,0.7647058823529411,83.2,129.64705882352942,22.46153846153846,0,0,0,0,0,0,0,73,0,9,229,166,4,32,103653.58333333334,372.77301363828684,104415.0,103321.0,9887082.416666666,196696.65718260343,1.0025899E7,9446393.0,BENIGN
192.168.10.3-192.168.10.1-61795-53-17,192.168.10.3,61795,192.168.10.1,53,17,06/07/2017 02:39:34 PM,30554,1,1,49.0,129.0,49.0,49.0,49.0,0.0,129.0,129.0,129.0,0.0,5825.7511291483925,65.45787785559992,30554.0,0.0,30554.0,30554.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,32.72893892779996,32.72893892779996,49.0,129.0,89.0,56.568542494923804,3200.0,0,0,0,0,0,0,0,0,1.0,89.0,49.0,129.0,0,0,0,0,0,0,0,24,0,64,0,0,0,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.50-4.53.160.75-123-123-17,192.168.10.50,123,4.53.160.75,123,17,06/07/2017 02:45:48 PM,40274,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,2383.6718478422804,49.659830163380846,40274.0,0.0,40274.0,40274.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,24.829915081690423,24.829915081690423,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.1-60893-53-17,192.168.10.3,60893,192.168.10.1,53,17,06/07/2017 02:37:56 PM,96277,1,1,63.0,187.0,63.0,63.0,63.0,0.0,187.0,187.0,187.0,0.0,2596.6741797106265,20.773393437685012,96277.0,0.0,96277.0,96277.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10.386696718842506,10.386696718842506,63.0,187.0,125.0,87.68124086713189,7688.0,0,0,0,0,0,0,0,0,1.0,125.0,63.0,187.0,0,0,0,0,0,0,0,31,0,93,0,0,0,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.50-198.100.147.178-123-123-17,192.168.10.50,123,198.100.147.178,123,17,06/07/2017 02:45:54 PM,16654,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,5764.380929506426,120.09126936471719,16654.0,0.0,16654.0,16654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,60.045634682358596,60.045634682358596,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.19-54.228.202.103-60988-80-6,192.168.10.19,60988,54.228.202.103,80,6,06/07/2017 02:45:54 PM,119751880,18,13,2955.0,365.0,629.0,0.0,164.16666666666669,274.2890810805272,73.0,0.0,28.07692307692308,36.96498689855383,27.72399063797579,0.25886858728230405,3991729.333333334,4881690.75848804,1.002691E7,46.0,1.1975188E8,7044228.235294118,4620487.399559171,1.0112012E7,102876.0,1.19649524E8,9970793.666666668,189702.48807604617,1.0129255E7,9646775.0,5,5,0,0,576,416,0.15031079261553137,0.10855779466677266,0.0,629.0,107.0967741935484,218.7222523108108,47839.42365591398,0,0,0,10,31,0,0,0,0.7222222222222222,107.09677419354838,164.16666666666666,28.076923076923077,0,0,0,0,0,0,0,95,0,11,229,166,5,32,102534.66666666666,370.5034249218034,103199.0,102127.0,9868213.25,189984.33980349076,1.002691E7,9543937.0,BENIGN
192.168.10.15-54.247.186.56-52514-80-6,192.168.10.15,52514,54.247.186.56,80,6,06/07/2017 02:46:04 PM,110061618,15,16,1744.0,292.0,632.0,0.0,116.26666666666667,241.8486736626458,73.0,0.0,18.25,32.64659247149692,18.498728594013585,0.28166040590099267,3668720.6,4811447.673655824,1.0011681E7,490.0,1.10010429E8,7857887.785714285,4178009.4157944713,1.0114397E7,153890.0,1.10010846E8,7334056.4,4580304.140769332,1.0114365E7,490.0,3,4,0,0,300,416,0.13628729317789967,0.145373112723093,0.0,632.0,65.67741935483872,174.09162091587945,30307.89247311827,0,0,0,7,31,0,0,0,1.0666666666666667,65.6774193548387,116.26666666666667,18.25,0,0,0,0,0,0,0,56,0,9,0,216,11,0,107433.36363636363,27792.048399758976,154626.0,51189.0,9884161.18181818,186196.83854288037,1.0011681E7,9487900.0,BENIGN
192.168.10.19-163.172.10.212-123-123-17,192.168.10.19,123,163.172.10.212,123,17,06/07/2017 02:45:59 PM,97257,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,987.075480428144,20.56407250891967,97257.0,0.0,97257.0,97257.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10.282036254459834,10.282036254459834,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.19-144.217.148.73-123-123-17,192.168.10.19,123,144.217.148.73,123,17,06/07/2017 02:46:01 PM,16233,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,5913.879135095176,123.20581531448283,16233.0,0.0,16233.0,16233.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,61.60290765724142,61.60290765724142,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.19-129.128.12.20-123-123-17,192.168.10.19,123,129.128.12.20,123,17,06/07/2017 02:46:02 PM,87654,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,1095.2152782531316,22.81698496360691,87654.0,0.0,87654.0,87654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11.408492481803455,11.408492481803455,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-91.189.89.199-123-123-17,192.168.10.12,123,91.189.89.199,123,17,06/07/2017 02:46:03 PM,95687,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,1003.2710817561425,20.901480869919634,95687.0,0.0,95687.0,95687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10.450740434959817,10.450740434959817,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.1-60399-53-17,192.168.10.3,60399,192.168.10.1,53,17,06/07/2017 02:37:21 PM,48955,1,1,76.0,172.0,76.0,76.0,76.0,0.0,172.0,172.0,172.0,0.0,5065.876825656215,40.85384536819528,48955.0,0.0,48955.0,48955.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,20.42692268409764,20.42692268409764,76.0,172.0,124.0,67.88225099390856,4608.0,0,0,0,0,0,0,0,0,1.0,124.0,76.0,172.0,0,0,0,0,0,0,0,38,0,86,0,0,0,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.15-192.168.10.3-61181-53-17,192.168.10.15,61181,192.168.10.3,53,17,06/07/2017 02:37:11 PM,256,2,2,82.0,152.0,41.0,41.0,41.0,0.0,76.0,76.0,76.0,0.0,914062.5,15625.0,85.33333333333333,105.09678079433895,204.0,4.0,4.0,4.0,0.0,4.0,4.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,16,16,7812.5,7812.5,41.0,76.0,58.5,20.207259421636902,408.3333333333333,0,0,0,0,0,0,0,0,1.0,58.5,41.0,76.0,0,0,0,0,0,0,0,20,0,38,0,0,1,8,0,0,0,0,0,0,0,0,BENIGN
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,06/07/2017 02:46:10 PM,117004318,138,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.1794436509599586,854046.1167883212,2231124.7206491996,1.2903176E7,0.0,1.17004318E8,854046.1167883212,2231124.7206491996,1.2903176E7,0.0,0,0,0,0,0,0,0,0,0,0,0,1.1794436509599586,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4638402.555555556,5284861.924133664,1.4645859E7,3.0,8354542.888888889,2224108.3124275585,1.2903176E7,5690616.0,BENIGN
192.168.10.19-104.24.246.16-33915-443-6,192.168.10.19,33915,104.24.246.16,443,6,06/07/2017 02:45:21 PM,117148629,16,14,880.0,9166.0,385.0,0.0,55.000000000000014,105.90939523951593,1596.0,0.0,654.7142857142857,719.9744043069467,85.75431130312246,0.2560849431707818,4039607.896551724,1.5083390294106867E7,5.8698824E7,2.0,1.17148629E8,7809908.6,2.0578347116664816E7,5.8698824E7,20.0,1.17133482E8,9010267.846153846,2.1977673542414993E7,5.8714171E7,2.0,6,8,0,0,340,292,0.13657863635775028,0.11950630681303151,0.0,1596.0,334.8666666666666,575.1285753298297,330772.8781609195,0,2,0,14,29,0,0,0,0.875,334.8666666666667,55.0,654.7142857142857,0,0,0,4542,4,272874,0,29,0,305,29200,32,6,20,71383.0,79307.6823643208,127462.0,15304.0,5.84952585E7,287885.09093126026,5.8698824E7,5.8291693E7,BENIGN
192.168.10.19-192.99.2.8-123-123-17,192.168.10.19,123,192.99.2.8,123,17,06/07/2017 02:46:03 PM,16447,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,5836.930747248738,121.60272390101538,16447.0,0.0,16447.0,16447.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,60.80136195050769,60.80136195050769,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,0,0,0,0,BENIGN
